Ensembl.Gene.ID,,Associated.Gene.Name,EntrezGene.ID
ENSDARG00000026325,,mmp11a,563753
ENSDARG00000029881,,kcnh2a,563802
ENSDARG00000034895,,tgfb1b,563884
ENSDARG00000042428,,gstt1a,563972
ENSDARG00000102900,,tacr1b,564017
ENSDARG00000100349,,prkacaa,564064
ENSDARG00000105151,,cyp2k21,564107
ENSDARG00000070110,,opn5,564181
ENSDARG00000038075,,cyc1,564379
ENSDARG00000077404,,ncoa3,564519
ENSDARG00000031768,,roraa,564951
ENSDARG00000059130,,gata1b,564960
ENSDARG00000057648,,dnttip2,564961
ENSDARG00000024746,,hsp90aa1.2,565155
ENSDARG00000060551,,rps6ka5,565173
ENSDARG00000074661,,gper1,565271
ENSDARG00000052618,,ahrrb,565319
ENSDARG00000079388,,agrn,565373
ENSDARG00000008384,,hdac6,565482
ENSDARG00000062266,,edc4,565659
ENSDARG00000105261,,nfkb1,565756
ENSDARG00000016141,,slc6a2,565776
ENSDARG00000016718,,mmp11b,565793
ENSDARG00000088124,,adrb2a,565838
ENSDARG00000029766,,nr1i2,565875
ENSDARG00000057323,,e2f8,565952
ENSDARG00000091656,,lsm8,566017
ENSDARG00000058488,,adora2ab,566118
ENSDARG00000094433,,caspbl,566185
ENSDARG00000062795,,abcb7,566515
ENSDARG00000102105,,dad1,566527
ENSDARG00000057992,,fstb,566538
ENSDARG00000055045,,casp3b,566604
ENSDARG00000059128,,uqcrh,566723
ENSDARG00000079015,,brca2,566758
ENSDARG00000023272,,tfap2d,566838
ENSDARG00000008388,,mmp14b,566945
ENSDARG00000077785,,atf5b,567253
ENSDARG00000099124,,f3a,567257
ENSDARG00000056620,,grpr,567289
ENSDARG00000103811,,agla,567798
ENSDARG00000011190,,fgfr1b,567905
ENSDARG00000003989,,crhr1,567940
ENSDARG00000008986,,e2f7,567941
ENSDARG00000033498,,rorb,567943
ENSDARG00000061549,,foxo1b,567969
ENSDARG00000038918,,drd1b,568126
ENSDARG00000022832,,bnip4,568155
ENSDARG00000005122,,atp2a2b,568265
ENSDARG00000016095,,htr6,568269
ENSDARG00000055113,,pom121,568298
ENSDARG00000103466,,ccl35.1,568326
ENSDARG00000061100,,nars,568332
ENSDARG00000060130,,dusp3b,568344
ENSDARG00000055843,,cdh10a,568370
ENSDARG00000053624,,csf1rb,568405
ENSDARG00000034189,,oxsr1a,568602
ENSDARG00000004433,,btk,568653
ENSDARG00000022727,,EPHA2_2of2,568718
ENSDARG00000061525,,slka,568838
ENSDARG00000057025,,chrna2b,568849
ENSDARG00000052089,,CCKAR,569038
ENSDARG00000061124,,srpr,569063
ENSDARG00000022650,,cyp2ad3,569245
ENSDARG00000077577,,ntsr1,569344
ENSDARG00000036159,,trhrb,569382
ENSDARG00000078435,,anapc13,569473
ENSDARG00000078915,,mmp17a,570076
ENSDARG00000062631,,npffr1l2,570189
ENSDARG00000037033,,ptger2b,570410
ENSDARG00000063559,,pigx,570443
ENSDARG00000052433,,inha,570520
ENSDARG00000104889,,kpnb1,570700
ENSDARG00000094704,,bcl2a,570772
ENSDARG00000018049,,sf3b2,570994
ENSDARG00000018896,,mmp24,571143
ENSDARG00000075932,,si-ch73-211l2.3,571282
ENSDARG00000077083,,avpr1a,571591
ENSDARG00000022098,,opn4a,571624
ENSDARG00000089212,,htr3a,571641
ENSDARG00000071091,,chrm3a,571679
ENSDARG00000099226,,ppp1cc,571753
ENSDARG00000024317,,trap1,571959
ENSDARG00000004517,,ppat,572027
ENSDARG00000058876,,mmp16b,572034
ENSDARG00000098458,,RPL37A,572109
ENSDARG00000028071,,bmp1a,572452
ENSDARG00000056235,,smndc1,572679
ENSDARG00000057571,,pgam2,572733
ENSDARG00000041314,,ndufb9,573021
ENSDARG00000058328,,lsm7,573047
ENSDARG00000013938,,psmb3,573095
ENSDARG00000035924,,dync1li2,573266
ENSDARG00000068992,,hspa8,573376
ENSDARG00000058463,,ndufab1a,573619
ENSDARG00000052840,,ndufs4,573689
ENSDARG00000025319,,fynb,574422
ENSDARG00000070867,,smx5,57924
ENSDARG00000008165,,caspa,57933
ENSDARG00000037746,,actb1,57934
ENSDARG00000005150,,tbx20,57936
ENSDARG00000058325,,casp8,58022
ENSDARG00000051923,,ccnb1,58025
ENSDARG00000002768,,pvalb2,58028
ENSDARG00000104307,,hoxa1a,58051
ENSDARG00000054030,,hoxb5b,58052
ENSDARG00000020610,,tnnt2a,58071
ENSDARG00000103589,,gata6,58076
ENSDARG00000100149,,axin2,58080
ENSDARG00000020623,,baxa,58081
ENSDARG00000070835,,tnnc2,58082
ENSDARG00000036096,,smad3a,58092
ENSDARG00000006791,,arntl1a,58098
ENSDARG00000041381,,arntl2,58099
ENSDARG00000051783,,rplp0,58101
ENSDARG00000015551,,fth1a,58108
ENSDARG00000021150,,valopa,58109
ENSDARG00000038954,,ctnnbip1,58117
ENSDARG00000018817,,bdnf,58118
ENSDARG00000009779,,mcl1a,58122
ENSDARG00000008818,,hsf1,58123
ENSDARG00000004782,,fgfr3,58129
ENSDARG00000036057,,tradd,58130
ENSDARG00000021239,,apaf1,58131
ENSDARG00000008305,,hand2,58150
ENSDARG00000058822,,wnt3a,60632
ENSDARG00000037383,,pax5,60636
ENSDARG00000045936,,pax6b,60639
ENSDARG00000043923,,sox9b,60642
ENSDARG00000017219,,pabpc1a,606498
ENSDARG00000068910,,nos1,60658
ENSDARG00000059298,,spcs1,606666
ENSDARG00000016484,,dkc1,613144
ENSDARG00000035602,,dao.1,619259
ENSDARG00000006137,,star,63999
ENSDARG00000041435,,uba52,641289
ENSDARG00000018325,,taf5,641491
ENSDARG00000092126,,vtg5,64260
ENSDARG00000042837,,atp1b3b,64272
ENSDARG00000076833,,atp1b1b,64273
ENSDARG00000102986,,csf1ra,64274
ENSDARG00000037962,,psmb7,64278
ENSDARG00000000018,,nrf1,64604
ENSDARG00000021059,,alas1,64608
ENSDARG00000002791,,atp1a1a.1,64612
ENSDARG00000039828,,zp3b,64692
ENSDARG00000040266,,sox19b,64812
ENSDARG00000039434,,oprm1,65088
ENSDARG00000057698,,ctsd,65225
ENSDARG00000037188,,rpa2,65226
ENSDARG00000000857,,mapk14a,65237
ENSDARG00000061165,,slc6a4a,664719
ENSDARG00000020850,,eef1a1l1,664756
ENSDARG00000057017,,slc6a4b,664770
ENSDARG00000053365,,rpl31,677758
ENSDARG00000045887,,mmp30,678531
ENSDARG00000078429,,vtg4,678536
ENSDARG00000002401,,gale,678540
ENSDARG00000006602,,chrna2a,678575
ENSDARG00000043492,,irf1a,678604
ENSDARG00000076169,,pold3,692256
ENSDARG00000098825,,farsa,692329
ENSDARG00000010244,,rpl22l1,735250
ENSDARG00000052425,,hrh1,735302
ENSDARG00000071336,,mif,751093
ENSDARG00000105231,,setd8a,751629
ENSDARG00000094673,,rhoab,751630
ENSDARG00000040557,,exosc5,751632
ENSDARG00000061235,,alg5,751635
ENSDARG00000068006,,gck,751668
ENSDARG00000056099,,gtf2h5,751713
ENSDARG00000069282,,bbc3,751763
ENSDARG00000076933,,aldh1a3,751785
ENSDARG00000017813,,pigs,767675
ENSDARG00000027828,,grin1a,767745
ENSDARG00000068940,,atp5ib,767750
ENSDARG00000063385,,cenpe,767754
ENSDARG00000045487,,rps16,767765
ENSDARG00000041723,,TUBB8P7_2of3,767806
ENSDARG00000099555,,foxo1a,768121
ENSDARG00000099021,,setdb1b,768131
ENSDARG00000102531,,anapc11,768140
ENSDARG00000068989,,gabra1,768183
ENSDARG00000044975,,krt94,768289
ENSDARG00000059746,,plod1a,777635
ENSDARG00000006782,,rb1,777733
ENSDARG00000062864,,gk5,777765
ENSDARG00000102632,,ubc,777766
ENSDARG00000028367,,sult2st3,777792
ENSDARG00000070463,,e2f3,791146
ENSDARG00000060002,,ogg1,791194
ENSDARG00000037378,,qdprb1,791448
ENSDARG00000027529,,hmox1a,791518
ENSDARG00000031222,,lhx2b,791744
ENSDARG00000094466,,si-ch73-199e17.1,792024
ENSDARG00000002249,,tbxas1,792041
ENSDARG00000043249,,irf1b,792160
ENSDARG00000006615,,hnf1ba,792391
ENSDARG00000052919,,adrb3b,792519
ENSDARG00000077236,,hspb6,792610
ENSDARG00000071640,,DRD1_2of2,792634
ENSDARG00000029695,,pgp,792824
ENSDARG00000076500,,chgb,792853
ENSDARG00000035127,,rxrab,793011
ENSDARG00000040158,,cdc42l,793158
ENSDARG00000023318,,fmn2a,793321
ENSDARG00000037411,,npy1r,793668
ENSDARG00000077012,,eif4ea,79380
ENSDARG00000104068,,gstp1,79381
ENSDARG00000060594,,hadhab,793834
ENSDARG00000038666,,igfbp1b,793907
ENSDARG00000077777,,tmsb4x,793949
ENSDARG00000071018,,ptena,794088
ENSDARG00000052470,,igfbp2a,794176
ENSDARG00000018616,,agtr1a,794575
ENSDARG00000009121,,CHRM1_1of2,794658
ENSDARG00000039264,,igfbp5a,795084
ENSDARG00000089943,,npy2rl,795311
ENSDARG00000061274,,lss,795400
ENSDARG00000008141,,rbl1,795522
ENSDARG00000036700,,si-ch211-114n24.6,795591
ENSDARG00000104317,,si-dkey-33b17.1,795595
ENSDARG00000023920,,llgl2,795670
ENSDARG00000056230,,ghsra,795753
ENSDARG00000075045,,cxcl18b,795785
ENSDARG00000059654,,eif3ba,796380
ENSDARG00000041887,,sf3a1,796388
ENSDARG00000095046,,pold2,796456
ENSDARG00000042138,,selp,796481
ENSDARG00000053966,,cyp17a2,796487
ENSDARG00000029724,,pqbp1,796523
ENSDARG00000070844,,gamt,796865
ENSDARG00000070824,,ndufb5,797063
ENSDARG00000068064,,sirt1,797132
ENSDARG00000006181,,hif1aa,797150
ENSDARG00000094057,,cyp2j20,797309
ENSDARG00000058358,,krt8,797433
ENSDARG00000057098,,htr1ab,797538
ENSDARG00000103428,,ogdhb,797715
ENSDARG00000069139,,grik1a,798001
ENSDARG00000054807,,sec13,798071
ENSDARG00000036630,,plp2,798079
ENSDARG00000036292,,cdx4,798281
ENSDARG00000095897,,atp5e,798291
ENSDARG00000090152,,anapc10,798352
ENSDARG00000057678,,sfrp1b,798564
ENSDARG00000059775,,slc32a1,798575
ENSDARG00000008494,,myl6,798632
ENSDARG00000021352,,gria1a,798689
ENSDARG00000053979,,bc2,798901
ENSDARG00000056331,,ahcyl1,798918
ENSDARG00000031422,,igfbp2b,798920
ENSDARG00000063100,,psmd14,799058
ENSDARG00000070730,,gabra5,799124
ENSDARG00000033647,,smarcb1a,799716
ENSDARG00000052030,,akr1a1b,799805
ENSDARG00000005754,,ptprfb,799867
ENSDARG00000042112,,dio1,799937
ENSDARG00000042956,,cyp2ad6,799957
ENSDARG00000068415,,ptgesl,799964
ENSDARG00000002347,,cyp11a1,80374
ENSDARG00000056600,,papss2b,80939
ENSDARG00000087554,,cdk1,80973
ENSDARG00000042894,,tyms,81540
ENSDARG00000009447,,atp5g3b,81541
ENSDARG00000004251,,dhfr,81882
ENSDARG00000017929,,ncoa2,81884
ENSDARG00000012353,,vipr2,81886
ENSDARG00000052782,,glrba,83412
ENSDARG00000006865,,glra4a,83413
ENSDARG00000005230,,ssr2,83414
ENSDARG00000055381,,bambia,83496
ENSDARG00000019498,,cry5,83776
ENSDARG00000010312,,cp,84702
